name,type,test_categories,sample_type,test_details,description_in_english,description_in_urdu
Sputum For AFB Stain / ZN Stain,Test,Microbiology,Sputum,,"A sputum stain for Mycobacteria is a laboratory test performed on a sample of your sputum, or phlegm. It's also known as an acid-fast bacillus (AFB) stain or a tuberculosis (TB) smear.","مائکوبیکٹیریا کے لیے تھوک کا داغ ایک لیبارٹری ٹیسٹ ہے جو آپ کے تھوک، یا بلغم کے نمونے پر کیا جاتا ہے۔ اسے ایسڈ فاسٹ بیکیلس (AFB) داغ یا تپ دق (TB) سمیر کے نام سے بھی جانا جاتا ہے۔"
Sputum For C/S (Bacterial Culture & Sensitivity),Test,Microbiology,Sputum,,"In a sputum culture test, a laboratory uses a sample of mucus to encourage the growth of any bacteria or other germs that may be causing an infection. A sputum culture test can reveal whether there is an infection in the lungs.
"," تھوک کے کلچر ٹیسٹ میں، ایک لیبارٹری بلغم کا نمونہ استعمال کرتی ہے تاکہ کسی بھی بیکٹیریا یا دوسرے جراثیم کی افزائش کی حوصلہ افزائی کی جا سکے جو انفیکشن کا سبب بن سکتے ہیں۔ تھوک کے کلچر ٹیسٹ سے پتہ چل سکتا ہے کہ پھیپھڑوں میں انفیکشن ہے یا نہیں۔"
Sputum For Cytology,Test,Histopathology,Sputum,,"Examination under a microscope of cells found in sputum (mucus and other matter brought up from the lungs by coughing). The test checks for abnormal cells, such as lung cancer cells.","بلغم میں پائے جانے والے خلیات کی خوردبین کے تحت جانچ (کھانسی کے ذریعے پھیپھڑوں سے بلغم اور دیگر مادے)۔ ٹیسٹ غیر معمولی خلیوں کی جانچ کرتا ہے، جیسے پھیپھڑوں کے کینسر کے خلیات۔"
Sputum for Fungus Stain ,Test,Microbiology,Sputum,,A sputum fungal smear is a laboratory test that looks for fungus in a sputum sample. Sputum is the material that comes up from air passages when you cough deeply.,تھوک کے فنگل سمیر ایک لیبارٹری ٹیسٹ ہے جو تھوک کے نمونے میں فنگس کی تلاش کرتا ہے۔ تھوک وہ مواد ہے جو ہوا کے راستے سے نکلتا ہے جب آپ گہری کھانستے ہیں۔
Sputum For Gram Stain,Test,Microbiology,Sputum,,"A sputum Gram stain is a laboratory test used to detect bacteria in a sputum sample. Sputum is the material that comes up from your air passages when you cough very deeply. The Gram stain method is one of the most commonly used methods to rapidly identify the cause of a bacterial infection, including pneumonia",تھوک گرام کا داغ ایک لیبارٹری ٹیسٹ ہے جو تھوک کے نمونے میں بیکٹیریا کا پتہ لگانے کے لیے استعمال ہوتا ہے۔ تھوک وہ مواد ہے جو آپ کے ہوا کے راستوں سے نکلتا ہے جب آپ بہت گہری کھانستے ہیں۔ گرام داغ کا طریقہ نمونیا سمیت بیکٹیریل انفیکشن کی وجہ کو تیزی سے شناخت کرنے کے لیے سب سے زیادہ استعمال ہونے والے طریقوں میں سے ایک ہے۔
Sputum for Malignant Cells,Test,Microbiology,Sputum,,"Examination under a microscope of cells found in sputum (mucus and other matter brought up from the lungs by coughing). The test checks for abnormal cells, such as lung cancer cells.","بلغم میں پائے جانے والے خلیات کی خوردبین کے تحت جانچ (کھانسی کے ذریعے پھیپھڑوں سے بلغم اور دیگر مادے)۔ ٹیسٹ غیر معمولی خلیوں کی جانچ کرتا ہے، جیسے پھیپھڑوں کے کینسر کے خلیات۔"
Stone for Chemical Analysis,Test,Chem & Immuno,Others,,"A kidney stone analysis is used to find out what your kidney stone is made of. This helps your provider understand why the stone formed and what will help prevent more stones from forming in the future. This is important because once you've had a stone, you're likely to get another one","گردے کی پتھری کا تجزیہ یہ معلوم کرنے کے لیے کیا جاتا ہے کہ آپ کے گردے کی پتھری کس چیز سے بنی ہے۔ اس سے آپ کے فراہم کنندہ کو یہ سمجھنے میں مدد ملتی ہے کہ پتھر کیوں بنتا ہے اور مستقبل میں مزید پتھروں کو بننے سے روکنے میں کیا مدد ملے گی۔ یہ ضروری ہے کیونکہ ایک بار آپ کے پاس پتھر لگنے کے بعد، آپ کو ایک اور ملنے کا امکان ہے۔"
Stool For C/E,Test,Microbiology,Stool,,A stool culture helps the doctor see if there's a bacterial infection in the intestines. A technician places small stool samples in sterile plastic dishes with nutrients that encourage the growth of certain bacteria. The targeted bacteria will only grow if they're already in the stool sample,پاخانہ کا کلچر ڈاکٹر کو یہ دیکھنے میں مدد کرتا ہے کہ آیا آنتوں میں بیکٹیریل انفیکشن ہے۔ ایک ٹیکنیشن جراثیم سے پاک پلاسٹک کے برتنوں میں پاخانے کے چھوٹے نمونے رکھتا ہے جس میں غذائی اجزاء ہوتے ہیں جو بعض بیکٹیریا کی افزائش کی حوصلہ افزائی کرتے ہیں۔ ھدف بنائے گئے بیکٹیریا تبھی بڑھیں گے جب وہ پہلے سے ہی پاخانے کے نمونے میں ہوں۔
Stool For C/S (Bacterial Culture & Sensitivity),Test,Microbiology,Stool,,"This is a test to look at your bowel movement (stool) for harmful substances called toxins produced by Clostridioides (formerly Clostridium) difficile bacteria. Your gastrointestinal (GI) tract is home to many healthy bacteria, and sometimes C. difficile is one of them","یہ آپ کے آنتوں کی حرکت (سٹول) کو نقصان دہ مادوں کے لیے دیکھنے کے لیے ایک ٹیسٹ ہے جسے Clostridioides (سابقہ Clostridium) ڈفیسائل بیکٹیریا کے ذریعے تیار کردہ ٹاکسن کہتے ہیں۔ آپ کے معدے (GI) کا راستہ بہت سے صحت مند بیکٹیریا کا گھر ہے، اور بعض اوقات C. difficile ان میں سے ایک ہے۔"
Stool For Clostridium-Difficile Toxin,Test,Microbiology,Stool,,The stool C difficile toxin test detects harmful substances produced by the bacterium Clostridioides difficile (C difficile). This infection is a common cause of diarrhea after antibiotic use,سٹول C difficile ٹاکسن ٹیسٹ بیکٹیریم Clostridioides difficile (C difficile) کے ذریعہ تیار کردہ نقصان دہ مادوں کا پتہ لگاتا ہے۔ یہ انفیکشن اینٹی بائیوٹک کے استعمال کے بعد اسہال کی ایک عام وجہ ہے۔
Stool for Faecal Fat,Test,Microbiology,Stool,,"The fecal fat test measures the amount of fat in the stool. This can help gauge the percentage of dietary fat that the body does not absorb. The digestive system organs in the abdominal cavity include the liver, gallbladder, stomach, small intestine and large intestine.","فیکل فیٹ ٹیسٹ پاخانہ میں چربی کی مقدار کی پیمائش کرتا ہے۔ اس سے غذائی چربی کے فیصد کا اندازہ لگانے میں مدد مل سکتی ہے جسے جسم جذب نہیں کرتا ہے۔ پیٹ کی گہا میں نظام انہضام کے اعضاء میں جگر، پتتاشی، معدہ، چھوٹی آنت اور بڑی آنت شامل ہیں۔"
Stool for Occult Blood,Test,Microbiology,Stool,,he fecal occult blood test (FOBT) is a lab test used to check stool samples for hidden (occult) blood. Occult blood in the stool may indicate colon cancer or polyps in the colon or rectum — though not all cancers or polyps bleed,he fecal occult blood test (FOBT) ایک لیبارٹری ٹیسٹ ہے جو چھپے ہوئے خون کے پاخانے کے نمونے چیک کرنے کے لیے استعمال ہوتا ہے۔ پاخانہ میں خفیہ خون بڑی آنت کے کینسر یا بڑی آنت یا ملاشی میں پولپس کی نشاندہی کر سکتا ہے - حالانکہ تمام کینسر یا پولپس سے خون نہیں نکلتا
"Stool Microscopy for RBC,s & WBc,s",Test,Microbiology,Stool,,"Bright red blood or maroon-colored stools usually indicate a problem in the lower part of the digestive tract such as hemorrhoids or diverticulitisThis test looks for white blood cells, also known as leukocytes, in your stool. White blood cells are part of the immune system. They help your body fight off infections and other diseases.","چمکدار سرخ خون یا مرون رنگ کا پاخانہ عام طور پر ہاضمہ کے نچلے حصے میں کسی مسئلے کی نشاندہی کرتا ہے جیسے کہ بواسیر یا ڈائیورٹیکولائٹس یہ ٹیسٹ آپ کے پاخانے میں خون کے سفید خلیات، جسے لیوکوائٹس بھی کہا جاتا ہے، تلاش کرتا ہے۔ سفید خون کے خلیے مدافعتی نظام کا حصہ ہیں۔ وہ آپ کے جسم کو انفیکشن اور دیگر بیماریوں سے لڑنے میں مدد کرتے ہیں۔"
Stool pH,Test,Microbiology,Stool,,"A fecal pH test is one where a specimen of feces is tested for acidity in order to diagnose a medical condition. The pH of human feces is variable but usually alkaline An acidic stool can indicate a digestive problem such as lactose intolerance an infection such as E. coli or rotavirus, or overgrowth of acid-producing bacteria (such as lactic acid bacteria","فیکل پی ایچ ٹیسٹ وہ ہوتا ہے جہاں طبی حالت کی تشخیص کے لیے تیزابیت کے لیے پاخانے کے نمونے کی جانچ کی جاتی ہے۔ انسانی پاخانے کا پی ایچ متغیر ہوتا ہے لیکن عام طور پر الکلائن تیزابی پاخانہ ہاضمے کے مسئلے کی نشاندہی کر سکتا ہے جیسے لییکٹوز کی عدم رواداری، انفیکشن جیسے ای کولی یا روٹا وائرس، یا تیزاب پیدا کرنے والے بیکٹیریا (جیسے لیکٹک ایسڈ بیکٹیریا) کی زیادتی"
Swab for AFB /ZN Stain,Test,Microbiology,Swab,,,
Swab For AFB Stain / ZN Stain,Test,Microbiology,Swab,,,
Swab for C/S (Bacterial Culture & Sensitivity),Test,Microbiology,Swab,,"A culture is a test to find germs (such as bacteria or a fungus) that can cause an infection. A sensitivity test checks to see what kind of medicine, such as an antibiotic, will work best to treat the illness or infection.","کلچر جراثیم (جیسے بیکٹیریا یا فنگس) کو تلاش کرنے کا ایک ٹیسٹ ہے جو انفیکشن کا سبب بن سکتا ہے۔ حساسیت کا ٹیسٹ یہ دیکھنے کے لیے جانچتا ہے کہ کس قسم کی دوا، جیسے کہ اینٹی بائیوٹک، بیماری یا انفیکشن کے علاج کے لیے بہترین کام کرے گی۔"
T3,Test,Chem & Immuno,Serum (Gel / Yellow Vial),,"A T3 test is most often used to diagnose hyperthyroidism, a condition in which the body makes too much thyroid hormone. T3 tests are frequently ordered with T4 and TSH (thyroid stimulating hormone) tests. A T3 test may also be used to monitor treatment for thyroid diseas","ایک T3 ٹیسٹ اکثر ہائپر تھائیرائیڈزم کی تشخیص کے لیے استعمال کیا جاتا ہے، ایسی حالت جس میں جسم بہت زیادہ تھائیرائیڈ ہارمون بناتا ہے۔ T3 ٹیسٹ کثرت سے T4 اور TSH (تھائیرایڈ محرک ہارمون) ٹیسٹ کے ساتھ منگوائے جاتے ہیں۔ تائرواڈ کی بیماریوں کے علاج کی نگرانی کے لیے T3 ٹیسٹ بھی استعمال کیا جا سکتا ہے۔"
T3 Free,Test,Chem & Immuno,Serum (Gel / Yellow Vial),,A free or total triiodothyronine (free T3 or total T3) test is used to assess thyroid function. It is ordered primarily to help diagnose hyperthyroidism and may be ordered to help monitor treatment of a person with a known thyroid disorde,ایک مفت یا کل ٹرائیوڈوتھائیرونین (مفت T3 یا کل T3) ٹیسٹ تائیرائڈ کے فنکشن کا اندازہ لگانے کے لیے استعمال کیا جاتا ہے۔ اس کا حکم بنیادی طور پر ہائپر تھائیرائیڈزم کی تشخیص میں مدد کے لیے دیا جاتا ہے اور اسے تائیرائیڈ ڈس آرڈر والے شخص کے علاج کی نگرانی میں مدد کرنے کا حکم دیا جا سکتا ہے۔
